input_file,si,ti,n
giftmord.mkv,15.341,12.465,365
giftmord.mkv,15.34,12.35,366
giftmord.mkv,15.333,12.187,367
giftmord.mkv,15.332,12.001,368
giftmord.mkv,15.328,11.896,369
giftmord.mkv,15.346,11.743,370
giftmord.mkv,15.372,11.518,371
giftmord.mkv,15.423,11.307,372
giftmord.mkv,15.501,11.134,373
giftmord.mkv,15.488,10.913,374
giftmord.mkv,15.518,10.762,375
giftmord.mkv,15.502,10.749,376
giftmord.mkv,15.485,10.631,377
giftmord.mkv,15.473,10.511,378
giftmord.mkv,15.513,10.458,379
giftmord.mkv,15.527,10.237,380
giftmord.mkv,15.592,9.93,381
giftmord.mkv,15.638,9.647,382
giftmord.mkv,15.627,9.335,383
giftmord.mkv,15.667,9.081,384
giftmord.mkv,15.708,8.898,385
giftmord.mkv,15.759,8.659,386
giftmord.mkv,15.821,8.523,387
giftmord.mkv,15.842,8.739,388
giftmord.mkv,15.736,9.119,389
giftmord.mkv,15.647,9.522,390
giftmord.mkv,15.51,10.171,391
giftmord.mkv,15.303,10.817,392
giftmord.mkv,15.141,11.258,393
giftmord.mkv,14.952,11.891,394
giftmord.mkv,14.775,12.512,395
giftmord.mkv,14.79,12.755,396
giftmord.mkv,14.818,12.896,397
giftmord.mkv,14.903,12.751,398
giftmord.mkv,15.059,12.299,399
giftmord.mkv,15.255,12.03,400
giftmord.mkv,15.361,11.771,401
giftmord.mkv,15.621,11.593,402
giftmord.mkv,15.723,11.853,403
giftmord.mkv,15.874,12.213,404
giftmord.mkv,15.968,12.259,405
giftmord.mkv,16.15,12.577,406
giftmord.mkv,16.35,12.588,407
giftmord.mkv,16.477,12.337,408
giftmord.mkv,16.546,12.504,409
giftmord.mkv,16.585,12.6,410
giftmord.mkv,16.764,12.379,411
giftmord.mkv,17.007,12.26,412
giftmord.mkv,17.333,12.657,413
giftmord.mkv,17.499,12.916,414
giftmord.mkv,17.6,13.168,415
giftmord.mkv,17.726,13.273,416
giftmord.mkv,17.903,13.299,417
giftmord.mkv,18.09,13.274,418
giftmord.mkv,18.174,13.118,419
giftmord.mkv,18.273,13.012,420
giftmord.mkv,18.419,12.952,421
giftmord.mkv,18.468,12.75,422
giftmord.mkv,18.54,12.508,423
giftmord.mkv,18.657,12.342,424
giftmord.mkv,18.67,12.15,425
giftmord.mkv,18.73,11.996,426
giftmord.mkv,18.806,11.92,427
giftmord.mkv,18.895,11.768,428
giftmord.mkv,19.044,11.558,429
giftmord.mkv,19.196,11.37,430
giftmord.mkv,19.211,11.264,431
giftmord.mkv,19.217,11.305,432
giftmord.mkv,19.152,11.455,433
giftmord.mkv,19.065,11.517,434
giftmord.mkv,19.048,11.566,435
giftmord.mkv,19.058,11.72,436
giftmord.mkv,19.079,11.779,437
giftmord.mkv,19.146,11.671,438
giftmord.mkv,19.196,11.612,439
giftmord.mkv,19.272,11.47,440
giftmord.mkv,19.364,11.193,441
giftmord.mkv,19.454,10.997,442
giftmord.mkv,19.377,10.796,443
giftmord.mkv,19.364,10.582,444
giftmord.mkv,19.423,10.513,445
giftmord.mkv,19.486,10.36,446
giftmord.mkv,19.564,10.188,447
giftmord.mkv,19.634,10.162,448
giftmord.mkv,19.666,10.025,449
giftmord.mkv,19.743,9.917,450
giftmord.mkv,19.816,9.861,451
giftmord.mkv,19.854,9.621,452
giftmord.mkv,19.95,9.282,453
giftmord.mkv,20.093,8.977,454
giftmord.mkv,20.144,8.465,455
giftmord.mkv,20.258,7.97,456
giftmord.mkv,20.324,7.666,457
giftmord.mkv,20.317,7.428,458
giftmord.mkv,20.352,7.313,459
giftmord.mkv,20.387,7.272,460
giftmord.mkv,20.385,7.209,461
giftmord.mkv,20.407,7.126,462
giftmord.mkv,20.434,7.055,463
giftmord.mkv,20.415,7.005,464
giftmord.mkv,20.4,6.904,465
giftmord.mkv,20.402,6.785,466
giftmord.mkv,20.371,6.651,467
giftmord.mkv,20.37,6.445,468
giftmord.mkv,20.37,6.279,469
giftmord.mkv,20.314,6.109,470
giftmord.mkv,20.308,5.948,471
giftmord.mkv,20.314,5.827,472
giftmord.mkv,20.314,5.621,473
giftmord.mkv,20.316,5.385,474
giftmord.mkv,20.347,5.114,475
giftmord.mkv,20.329,4.844,476
giftmord.mkv,20.356,4.708,477
giftmord.mkv,20.351,4.689,478
giftmord.mkv,20.332,4.699,479
