input_file,si,ti,n
Giftmord.mkv,21.252,5.024,56
Giftmord.mkv,21.26,5.064,57
Giftmord.mkv,21.228,5.169,58
Giftmord.mkv,21.202,5.335,59
Giftmord.mkv,21.198,5.522,60
Giftmord.mkv,21.178,5.653,61
Giftmord.mkv,21.173,5.727,62
Giftmord.mkv,21.192,5.888,63
Giftmord.mkv,21.183,5.986,64
Giftmord.mkv,21.186,6.086,65
Giftmord.mkv,21.143,6.202,66
Giftmord.mkv,21.132,6.26,67
Giftmord.mkv,21.099,6.288,68
Giftmord.mkv,21.083,6.344,69
Giftmord.mkv,21.046,6.339,70
Giftmord.mkv,21.041,6.312,71
Giftmord.mkv,21.039,6.327,72
Giftmord.mkv,21.037,6.343,73
Giftmord.mkv,21.045,6.326,74
Giftmord.mkv,21.076,6.354,75
Giftmord.mkv,21.062,6.299,76
Giftmord.mkv,21.04,6.263,77
Giftmord.mkv,21.048,6.294,78
Giftmord.mkv,21.084,6.348,79
Giftmord.mkv,21.058,6.347,80
Giftmord.mkv,21.09,6.405,81
Giftmord.mkv,21.046,6.455,82
Giftmord.mkv,21.01,6.558,83
Giftmord.mkv,20.987,6.733,84
Giftmord.mkv,20.973,6.858,85
Giftmord.mkv,20.945,7.0,86
Giftmord.mkv,20.984,7.165,87
Giftmord.mkv,20.973,7.289,88
Giftmord.mkv,20.967,7.483,89
Giftmord.mkv,20.998,7.675,90
Giftmord.mkv,20.992,7.846,91
Giftmord.mkv,20.947,7.932,92
Giftmord.mkv,20.952,8.097,93
Giftmord.mkv,20.96,8.094,94
Giftmord.mkv,20.882,8.258,95
Giftmord.mkv,20.809,8.511,96
Giftmord.mkv,20.742,8.812,97
Giftmord.mkv,20.647,9.065,98
Giftmord.mkv,20.493,9.475,99
Giftmord.mkv,20.23,10.067,100
Giftmord.mkv,19.978,10.671,101
Giftmord.mkv,19.778,11.149,102
Giftmord.mkv,19.642,11.422,103
Giftmord.mkv,19.522,11.524,104
Giftmord.mkv,19.628,11.483,105
Giftmord.mkv,19.791,11.273,106
Giftmord.mkv,19.843,11.106,107
Giftmord.mkv,19.885,11.108,108
Giftmord.mkv,19.822,11.182,109
Giftmord.mkv,19.879,11.203,110
Giftmord.mkv,19.945,11.146,111
Giftmord.mkv,19.879,11.198,112
Giftmord.mkv,19.704,11.27,113
Giftmord.mkv,19.579,11.343,114
Giftmord.mkv,19.481,11.339,115
Giftmord.mkv,19.318,11.32,116
Giftmord.mkv,19.21,11.329,117
Giftmord.mkv,19.227,11.282,118
Giftmord.mkv,19.249,11.276,119
Giftmord.mkv,19.221,11.251,120
Giftmord.mkv,19.139,11.179,121
Giftmord.mkv,19.109,11.131,122
Giftmord.mkv,19.055,11.266,123
Giftmord.mkv,18.922,11.441,124
Giftmord.mkv,18.653,11.68,125
Giftmord.mkv,18.493,11.884,126
Giftmord.mkv,18.46,12.007,127
Giftmord.mkv,18.472,12.036,128
Giftmord.mkv,18.595,12.047,129
Giftmord.mkv,18.453,12.141,130
Giftmord.mkv,18.256,12.241,131
Giftmord.mkv,18.074,12.439,132
Giftmord.mkv,17.87,12.563,133
Giftmord.mkv,17.775,12.615,134
Giftmord.mkv,17.807,12.575,135
Giftmord.mkv,17.897,12.444,136
Giftmord.mkv,18.048,12.289,137
Giftmord.mkv,18.142,12.191,138
Giftmord.mkv,18.156,12.066,139
Giftmord.mkv,18.244,11.906,140
Giftmord.mkv,18.247,11.835,141
Giftmord.mkv,18.167,11.943,142
Giftmord.mkv,18.036,12.024,143
Giftmord.mkv,17.979,12.121,144
Giftmord.mkv,17.963,12.189,145
Giftmord.mkv,17.948,12.206,146
Giftmord.mkv,17.984,12.297,147
Giftmord.mkv,17.956,12.389,148
Giftmord.mkv,17.857,12.518,149
Giftmord.mkv,17.798,12.741,150
Giftmord.mkv,17.73,12.956,151
Giftmord.mkv,17.754,13.022,152
Giftmord.mkv,17.801,13.142,153
Giftmord.mkv,17.812,13.241,154
Giftmord.mkv,17.747,13.341,155
Giftmord.mkv,17.763,13.52,156
Giftmord.mkv,17.662,13.701,157
Giftmord.mkv,17.621,13.825,158
Giftmord.mkv,17.657,13.87,159
Giftmord.mkv,17.69,13.935,160
Giftmord.mkv,17.716,13.939,161
Giftmord.mkv,17.787,14.005,162
Giftmord.mkv,17.906,14.162,163
Giftmord.mkv,18.008,14.1,164
Giftmord.mkv,18.139,14.149,165
Giftmord.mkv,18.285,14.303,166
Giftmord.mkv,18.158,14.213,167
Giftmord.mkv,18.104,14.223,168
Giftmord.mkv,17.942,14.247,169
Giftmord.mkv,17.758,14.018,170
Giftmord.mkv,17.759,13.859,171
Giftmord.mkv,17.78,13.791,172
Giftmord.mkv,17.753,13.835,173
Giftmord.mkv,17.702,13.941,174
Giftmord.mkv,17.65,14.018,175
Giftmord.mkv,17.624,14.013,176
Giftmord.mkv,17.62,14.085,177
Giftmord.mkv,17.551,14.246,178
Giftmord.mkv,17.51,14.354,179
Giftmord.mkv,17.438,14.442,180
Giftmord.mkv,17.405,14.519,181
Giftmord.mkv,17.323,14.477,182
Giftmord.mkv,17.25,14.553,183
Giftmord.mkv,17.151,14.669,184
Giftmord.mkv,17.079,14.756,185
Giftmord.mkv,17.074,15.042,186
Giftmord.mkv,16.992,15.418,187
Giftmord.mkv,16.915,15.63,188
Giftmord.mkv,16.897,15.629,189
Giftmord.mkv,16.744,15.625,190
Giftmord.mkv,16.638,15.651,191
Giftmord.mkv,16.548,15.81,192
Giftmord.mkv,16.486,15.898,193
Giftmord.mkv,16.416,15.798,194
Giftmord.mkv,16.352,15.239,195
Giftmord.mkv,16.331,14.798,196
Giftmord.mkv,16.354,14.578,197
Giftmord.mkv,16.404,14.455,198
Giftmord.mkv,16.532,14.327,199
Giftmord.mkv,16.607,14.12,200
Giftmord.mkv,16.749,14.095,201
Giftmord.mkv,16.813,14.067,202
Giftmord.mkv,16.86,14.027,203
Giftmord.mkv,16.942,13.959,204
Giftmord.mkv,16.874,14.035,205
Giftmord.mkv,16.701,14.03,206
Giftmord.mkv,16.553,14.104,207
Giftmord.mkv,16.429,14.222,208
Giftmord.mkv,16.272,14.254,209
Giftmord.mkv,16.134,14.289,210
Giftmord.mkv,15.974,14.375,211
Giftmord.mkv,15.791,14.389,212
Giftmord.mkv,15.666,14.333,213
Giftmord.mkv,15.53,14.354,214
Giftmord.mkv,15.368,14.303,215
Giftmord.mkv,15.317,14.323,216
Giftmord.mkv,15.281,14.363,217
Giftmord.mkv,15.283,14.359,218
Giftmord.mkv,15.34,14.282,219
Giftmord.mkv,15.497,14.106,220
Giftmord.mkv,15.514,13.887,221
Giftmord.mkv,15.625,13.709,222
Giftmord.mkv,15.629,13.504,223
Giftmord.mkv,15.608,13.264,224
Giftmord.mkv,15.792,13.083,225
Giftmord.mkv,15.923,12.834,226
Giftmord.mkv,15.93,12.569,227
Giftmord.mkv,15.938,12.458,228
Giftmord.mkv,15.879,12.381,229
Giftmord.mkv,15.801,12.281,230
Giftmord.mkv,15.858,12.242,231
Giftmord.mkv,15.893,12.247,232
Giftmord.mkv,15.771,12.219,233
Giftmord.mkv,15.678,12.246,234
Giftmord.mkv,15.519,12.288,235
Giftmord.mkv,15.313,12.295,236
Giftmord.mkv,15.175,12.336,237
Giftmord.mkv,14.952,12.35,238
Giftmord.mkv,14.784,12.181,239
Giftmord.mkv,14.721,11.962,240
Giftmord.mkv,14.614,11.821,241
Giftmord.mkv,14.501,11.583,242
Giftmord.mkv,14.43,11.432,243
Giftmord.mkv,14.293,11.323,244
Giftmord.mkv,14.135,11.112,245
Giftmord.mkv,14.057,11.129,246
Giftmord.mkv,13.961,11.188,247
Giftmord.mkv,13.824,11.272,248
Giftmord.mkv,13.641,11.353,249
Giftmord.mkv,13.496,11.386,250
Giftmord.mkv,13.375,11.46,251
Giftmord.mkv,13.271,11.535,252
Giftmord.mkv,13.249,11.446,253
Giftmord.mkv,13.241,11.328,254
Giftmord.mkv,13.185,10.955,255
Giftmord.mkv,13.136,10.383,256
Giftmord.mkv,13.104,9.988,257
Giftmord.mkv,13.099,9.778,258
Giftmord.mkv,13.127,9.734,259
Giftmord.mkv,13.159,9.855,260
Giftmord.mkv,13.22,9.977,261
Giftmord.mkv,13.22,10.119,262
Giftmord.mkv,13.258,10.152,263
Giftmord.mkv,13.352,10.219,264
Giftmord.mkv,13.397,10.216,265
Giftmord.mkv,13.417,9.98,266
Giftmord.mkv,13.374,9.687,267
Giftmord.mkv,13.309,9.369,268
Giftmord.mkv,13.324,9.056,269
Giftmord.mkv,13.385,8.83,270
Giftmord.mkv,13.478,8.826,271
Giftmord.mkv,13.593,8.769,272
Giftmord.mkv,13.797,8.721,273
Giftmord.mkv,13.996,8.656,274
Giftmord.mkv,14.173,8.65,275
Giftmord.mkv,14.303,8.674,276
Giftmord.mkv,14.448,8.729,277
Giftmord.mkv,14.614,8.696,278
Giftmord.mkv,14.761,8.726,279
Giftmord.mkv,14.914,8.698,280
Giftmord.mkv,15.086,8.504,281
Giftmord.mkv,15.204,8.206,282
Giftmord.mkv,15.298,7.951,283
Giftmord.mkv,15.402,7.825,284
Giftmord.mkv,15.501,7.785,285
Giftmord.mkv,15.539,7.854,286
Giftmord.mkv,15.569,7.955,287
Giftmord.mkv,15.627,8.089,288
Giftmord.mkv,15.654,8.252,289
Giftmord.mkv,15.678,8.443,290
Giftmord.mkv,15.687,8.643,291
Giftmord.mkv,15.766,8.904,292
Giftmord.mkv,15.804,9.258,293
Giftmord.mkv,15.854,9.561,294
Giftmord.mkv,15.928,9.835,295
Giftmord.mkv,16.034,10.11,296
Giftmord.mkv,16.219,10.344,297
Giftmord.mkv,16.343,10.391,298
Giftmord.mkv,16.446,10.323,299
Giftmord.mkv,16.516,10.254,300
Giftmord.mkv,16.509,10.223,301
Giftmord.mkv,16.485,10.057,302
Giftmord.mkv,16.485,10.011,303
Giftmord.mkv,16.416,10.101,304
Giftmord.mkv,16.315,10.214,305
Giftmord.mkv,16.213,10.41,306
Giftmord.mkv,16.075,10.633,307
Giftmord.mkv,15.944,10.808,308
Giftmord.mkv,15.858,10.936,309
Giftmord.mkv,15.792,11.047,310
Giftmord.mkv,15.727,11.202,311
Giftmord.mkv,15.608,11.443,312
Giftmord.mkv,15.457,11.759,313
Giftmord.mkv,15.296,12.053,314
Giftmord.mkv,15.25,12.211,315
Giftmord.mkv,15.142,12.447,316
Giftmord.mkv,15.062,12.616,317
Giftmord.mkv,14.954,12.792,318
Giftmord.mkv,14.773,13.033,319
Giftmord.mkv,14.639,13.331,320
Giftmord.mkv,14.552,13.569,321
Giftmord.mkv,14.561,13.765,322
Giftmord.mkv,14.545,13.938,323
Giftmord.mkv,14.498,14.087,324
Giftmord.mkv,14.487,14.24,325
Giftmord.mkv,14.584,14.319,326
Giftmord.mkv,14.655,14.255,327
Giftmord.mkv,14.76,14.366,328
Giftmord.mkv,14.833,14.399,329
Giftmord.mkv,14.875,14.362,330
Giftmord.mkv,15.003,14.344,331
Giftmord.mkv,15.107,14.229,332
Giftmord.mkv,15.309,13.946,333
Giftmord.mkv,15.498,13.679,334
Giftmord.mkv,15.7,13.36,335
Giftmord.mkv,16.003,13.016,336
Giftmord.mkv,16.255,12.681,337
Giftmord.mkv,16.425,12.359,338
Giftmord.mkv,16.552,12.027,339
Giftmord.mkv,16.773,11.795,340
Giftmord.mkv,16.839,11.517,341
Giftmord.mkv,16.9,11.332,342
Giftmord.mkv,16.938,11.17,343
Giftmord.mkv,16.92,11.046,344
Giftmord.mkv,16.911,10.867,345
Giftmord.mkv,16.927,10.841,346
Giftmord.mkv,16.871,10.952,347
Giftmord.mkv,16.875,10.995,348
Giftmord.mkv,16.783,11.025,349
Giftmord.mkv,16.614,11.173,350
Giftmord.mkv,16.469,11.358,351
Giftmord.mkv,16.362,11.658,352
Giftmord.mkv,16.16,12.006,353
Giftmord.mkv,16.006,12.308,354
Giftmord.mkv,15.902,12.549,355
Giftmord.mkv,15.731,12.844,356
Giftmord.mkv,15.601,13.034,357
Giftmord.mkv,15.517,13.093,358
Giftmord.mkv,15.368,13.059,359
Giftmord.mkv,15.309,12.936,360
Giftmord.mkv,15.236,12.835,361
Giftmord.mkv,15.246,12.763,362
Giftmord.mkv,15.227,12.758,363
Giftmord.mkv,15.266,12.624,364
Giftmord.mkv,15.296,12.47,365
Giftmord.mkv,15.296,12.356,366
Giftmord.mkv,15.291,12.193,367
Giftmord.mkv,15.288,12.008,368
Giftmord.mkv,15.284,11.903,369
Giftmord.mkv,15.304,11.75,370
Giftmord.mkv,15.33,11.525,371
Giftmord.mkv,15.383,11.315,372
Giftmord.mkv,15.459,11.141,373
Giftmord.mkv,15.448,10.922,374
Giftmord.mkv,15.478,10.768,375
Giftmord.mkv,15.461,10.755,376
Giftmord.mkv,15.445,10.639,377
Giftmord.mkv,15.43,10.518,378
Giftmord.mkv,15.472,10.463,379
Giftmord.mkv,15.488,10.243,380
Giftmord.mkv,15.549,9.935,381
Giftmord.mkv,15.596,9.651,382
Giftmord.mkv,15.586,9.338,383
Giftmord.mkv,15.625,9.084,384
Giftmord.mkv,15.665,8.9,385
Giftmord.mkv,15.716,8.66,386
Giftmord.mkv,15.779,8.524,387
Giftmord.mkv,15.798,8.741,388
Giftmord.mkv,15.691,9.121,389
Giftmord.mkv,15.603,9.524,390
Giftmord.mkv,15.463,10.176,391
Giftmord.mkv,15.258,10.82,392
Giftmord.mkv,15.092,11.261,393
Giftmord.mkv,14.904,11.894,394
Giftmord.mkv,14.726,12.515,395
Giftmord.mkv,14.741,12.759,396
Giftmord.mkv,14.769,12.9,397
Giftmord.mkv,14.853,12.754,398
Giftmord.mkv,15.011,12.302,399
Giftmord.mkv,15.208,12.031,400
Giftmord.mkv,15.317,11.773,401
Giftmord.mkv,15.576,11.596,402
Giftmord.mkv,15.678,11.855,403
Giftmord.mkv,15.828,12.216,404
Giftmord.mkv,15.922,12.262,405
Giftmord.mkv,16.108,12.581,406
Giftmord.mkv,16.307,12.591,407
Giftmord.mkv,16.435,12.34,408
Giftmord.mkv,16.504,12.506,409
Giftmord.mkv,16.543,12.601,410
Giftmord.mkv,16.724,12.379,411
Giftmord.mkv,16.967,12.26,412
Giftmord.mkv,17.293,12.66,413
Giftmord.mkv,17.461,12.92,414
Giftmord.mkv,17.561,13.171,415
Giftmord.mkv,17.687,13.276,416
Giftmord.mkv,17.866,13.304,417
Giftmord.mkv,18.051,13.279,418
Giftmord.mkv,18.136,13.122,419
Giftmord.mkv,18.233,13.017,420
Giftmord.mkv,18.378,12.955,421
Giftmord.mkv,18.428,12.754,422
Giftmord.mkv,18.5,12.511,423
Giftmord.mkv,18.617,12.344,424
Giftmord.mkv,18.632,12.151,425
Giftmord.mkv,18.689,11.999,426
Giftmord.mkv,18.767,11.92,427
Giftmord.mkv,18.857,11.77,428
Giftmord.mkv,19.006,11.559,429
Giftmord.mkv,19.158,11.372,430
Giftmord.mkv,19.174,11.267,431
Giftmord.mkv,19.182,11.306,432
Giftmord.mkv,19.114,11.457,433
Giftmord.mkv,19.024,11.517,434
Giftmord.mkv,19.011,11.568,435
Giftmord.mkv,19.021,11.721,436
Giftmord.mkv,19.041,11.78,437
Giftmord.mkv,19.108,11.673,438
Giftmord.mkv,19.157,11.614,439
Giftmord.mkv,19.238,11.473,440
Giftmord.mkv,19.33,11.196,441
Giftmord.mkv,19.422,11.001,442
Giftmord.mkv,19.342,10.799,443
Giftmord.mkv,19.328,10.584,444
Giftmord.mkv,19.387,10.515,445
Giftmord.mkv,19.452,10.363,446
Giftmord.mkv,19.527,10.191,447
Giftmord.mkv,19.599,10.164,448
Giftmord.mkv,19.63,10.028,449
Giftmord.mkv,19.706,9.919,450
Giftmord.mkv,19.781,9.864,451
Giftmord.mkv,19.819,9.623,452
Giftmord.mkv,19.916,9.284,453
Giftmord.mkv,20.06,8.979,454
Giftmord.mkv,20.109,8.466,455
Giftmord.mkv,20.223,7.972,456
Giftmord.mkv,20.292,7.666,457
Giftmord.mkv,20.282,7.428,458
Giftmord.mkv,20.317,7.313,459
Giftmord.mkv,20.353,7.271,460
Giftmord.mkv,20.351,7.209,461
Giftmord.mkv,20.373,7.126,462
Giftmord.mkv,20.402,7.055,463
Giftmord.mkv,20.381,7.005,464
Giftmord.mkv,20.366,6.904,465
Giftmord.mkv,20.368,6.784,466
Giftmord.mkv,20.339,6.651,467
Giftmord.mkv,20.335,6.445,468
Giftmord.mkv,20.338,6.277,469
Giftmord.mkv,20.282,6.109,470
Giftmord.mkv,20.274,5.947,471
Giftmord.mkv,20.28,5.826,472
Giftmord.mkv,20.279,5.619,473
Giftmord.mkv,20.283,5.382,474
Giftmord.mkv,20.314,5.11,475
Giftmord.mkv,20.298,4.839,476
Giftmord.mkv,20.322,4.703,477
Giftmord.mkv,20.317,4.684,478
Giftmord.mkv,20.299,4.694,479
